Date,Username,Name,Location,Followers,Text
2020-04-19 23:14:24,@NigerianVets,Nigerian Veterinary Medical Association - NVMA,"Abuja, Nigeria",925,"Professor Bello Agaie, President of the NVMA: PRESS RELEASE ON RISING NUMBER OF COVID-19 CASES IN NIGERIA and more!  https://t.co/RdF6hdFuVB @VetCouncilNig https://t.co/rCzgBYcrx4"
2020-04-19 23:14:24,@bluebonnetbunny,Liz,A field of Texas bluebonnets,3968,DC lobbyists are raking in cash during COVID-19 crisis https://t.co/hp7meIWx5l
2020-04-19 23:14:23,@TerryTembo5,Terry Tembo,,3,Covid-19 scare to business growth
2020-04-19 23:14:23,@MonicaOzoresHam,"Monica OzoresHampton, PhD",,370,Happy Sunday to health workers around USA 🇺🇸 thank you...gracias! #COVID19 #coronavirus #farming #gardening happy gardening and farming 🌱🌱 https://t.co/ZnbFBepXhm
2020-04-19 23:14:22,@glaedrfly,Brian SoshD'ing Writer,Green Bay,1017,Brace yourself. This will be the most telling part of #covid19 —public resolve and ⁦@realDonaldTrump legacy.  ⁩ When will a second wave of the #coronavirus hit? https://t.co/kdwW8dpkRR
2020-04-19 23:14:22,@johnschluter,John Schluter #FBPE,Guildford,351,"Why do so many protesting against the lockdown in the US feel compelled to wear camouflage clothing and carry guns? (The Covid-19 can't be shot by the way). I have been on marches/protests here, the last thing that springs to mind however is 'must take my assault rifle' #COVID19"
2020-04-19 23:14:22,@arturodetexas,arturodetexas,Texas,2521,Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/BUnYgM4JMx
2020-04-19 23:14:22,@Positiveness4U,princesswitchypooh@gmail.com,"Kauai, Hawaii",33,"I would say that I'm looking forward to the Trump supporting idiots, that are going out in public in droves, getting COVID-19, but that would not be fair to the already overworked and stressed hospital employees.  So, I hope they get explosive diarrhea that comes with no warning."
2020-04-19 23:14:21,@jcweldy,Julia,"Tacoma, Wa",12,@thenewstribune Maybe they aren't letting the public in because they have had employees test positive for COVID-19
2020-04-19 23:14:21,@KathMorrow90,💧 Kathryn Morrow,"UK, US, Australia mainly.",1569,"""Strict quarantine of travellers and protection of long-term care facilities are key lessons Australia can learn from Canada’s crisis, while Canada’s current challenge is to regain control over its recent surge of cases."" https://t.co/x5JsrZAW0d"
2020-04-19 23:14:21,@KermaneB,Kermanetherunner,"Ohio, USA",685,"He had a white line on his right side of his scalp, his ear is white, it stands out against the orange leather skin at the covid-19 Trump “Look at me” briefing. #orangeleather #COVID19 https://t.co/siYzIHx28I"
2020-04-19 23:14:21,@VillaUpdatesng,Villa Updates,,2896,"86 new cases of COVID-19 have been  reported in Nigeria, taking the total confirmed cases to 627  To get up to date report + state by state breakdown of cases, at any time, simply click WhatsApp link below and say ""hi"" https://t.co/ailLnAHanB https://t.co/wx2dvU1Nhg"
2020-04-19 23:14:20,@Tesidorth,Thelma,Lagos,3560,"Eighty six (86) new cases, seventy (70) in Lagos.  Lagos, the center of excellence is excellently topping covid-19 figures 😂😂"
2020-04-19 23:14:20,@Tabrezpersonal,Tabrez Mohammed,,9,"@ndtv #Covid_19 Doesn't See Race, Religion, Caste Before Striking. Wow, What a Phrase.   Can The Prime Minister Utter the Same Words Ever??That Even He don't See??"
2020-04-19 23:14:20,@DaveBensonPhill,Dave Benson Phillips,England,31604,"Something to make you and your children smile during this time of the #lockdown and the #coronavirus.  Come and 'Sing With Me DBP!' on my @webbytelly channel on Youtube.   #SingWithMeDBP   Big love to you all, and stay safe. https://t.co/fQlCU3ClmR"
2020-04-19 23:14:20,@Papaw5888,M. S. Walsh,,64,Are you awake yet? https://t.co/a17kGQoaci
2020-04-19 23:14:20,@shelfemployed,Shelf-employed,USA,1016,"@KevinMKruse @KateSherrill This is just insane. The person with the sign saying COVID-19 is in a hazmat suit. You can't have it both ways, people. Either you believe in science or you don't. And ""I need a haircut""? Oh, please. #StayatHome"
2020-04-19 23:14:19,@ConservBabes,Elisa Steele || Conservative Babes,Planet Earth,11239,"How far is too far in measures to protect against COVID-19? Real question, I want your real answers. This is a topic I spoke about a couple of weeks ago on the podcast: How far is too far?   Is it too far when… https://t.co/HZDLGzopjH"
2020-04-19 23:14:19,@MelbGenomics,Melbourne Genomics Health Alliance,"Parkville, Melbourne",777,Genomics and COVID-19 work @TheDohertyInst &amp; @VicGovDHHS reported in News titles over the weekend. Congrats to everyone involved! https://t.co/WEMBpB1wjl
2020-04-19 23:14:17,@mfaiscal,geralt in quarantine,in the middle of catharsis,106,Lol old geralt How little you know -Covid 19 https://t.co/opBEHkpda5
2020-04-19 23:14:17,@Khanoisseur,Khanoisseur 🐶🤦🏻‍♂️🌎,United States,145638,8. So what’s their solution for Covid-19 survivors/“recovered” with scarred lungs or damaged organs or impaired cognitive ability —should such people be euthanized as well to save on healthcare costs (which could become significant)? Who decides? Death panels? https://t.co/YDZed4rhpf
2020-04-19 23:14:17,@WilliamNextLev1,NextLevelTrading,,384,"#Coronavirus numbers continue to steady and/or decline.   California and Washington looking to begin Phase 1 of opening economy soon.    Once re-open happens, this unprecedented #Stimulus is going to be something to see.   Fasten your seatbelts.  And own some stocks.   $SPX $QQQ"
2020-04-19 23:14:16,@Epictol,Atune Goodwill,,2,627 total cases of covid -19 170 discharged and 21 death with 436 active cases as at 11:50pm 19th 04 2020... God which way 🙏
2020-04-19 23:14:16,@ReginaldEmeka1,reggiesparkxx,"Lagos, Nigeria",63,"@KadunaNzeogwu With additional 70 new cases of Covid-19 in Lagos alone as at today, baba e reach for them to tighten the lockdown."
2020-04-19 23:14:15,@GildaGolden,Beth Wielage,,334,The orange buffoon is just babbling.  #Coronavirus
2020-04-19 23:14:15,@Pizzaovertacos,LL COOL Jay-Z,"Detroit, MI",87,I’m watching this briefing like #coronavirus #TrumpPressBriefing #CoronavirusPandemic https://t.co/Kcazd4KkAV
2020-04-19 23:14:15,@glenpyle,Glen Pyle,Hamilton,3321,If you haven't read this @Forbes article by @KindrachukJason take a few minutes to do so. An easy read full of good information about the origin of #SARSCoV2.  And then follow Dr. Kindrachuk for well reasoned &amp; evidence-based science on #COVID19. #scicomm  https://t.co/NfvuH8fHsA
2020-04-19 23:14:15,@ShaniAnne,Shani,"East Bay, CA",1535,Why would the term COVID-19 come up in the February Democratic Debate when it hadn't even been announced until March? #TrumpPressConference
2020-04-19 23:14:14,@NancyMi87040610,Nancy Miller,California,948,"@BrianWi40648125 @mackyson @JoshuaPotash According to someone who posted a reply on this thread, they got ppl to show up by putting ads on Craigslist &amp; then screened them for Covid-19 to try to ensure everyone would be safe. They def don’t show the courage of their convictions...karma not likely to get them."
2020-04-19 23:14:14,@issaamiri0,عیسی امیری,کانادا,443,Israeli COVID-19 treatment shows 100% survival rate - preliminary data https://t.co/57h2mIym7i
2020-04-19 23:14:14,@GaryKaltbaum,Gary Kaltbaum,,33666,"On another note, watched Pelosi interview. For all the accusing of Trump lying, she can teach a class on being full of crap. #charlatan #coronavirus #TermLimits"
2020-04-19 23:14:14,@TomthunkitsMind,Tomthunkit™,"Atlanta, GA",70271,WATCH AND SHARE THIS. IT MAY SAVE YOUR LIFE.  The first defense against #coronavirus aka COVID-19 is a common-sense one: Proper handwashing. Yet 95% of people don't do it correctly. Here's what the process should look like https://t.co/41K5DCvA0K https://t.co/GF1zdqK74U 03
2020-04-19 23:14:14,@Luckyyo55046479,Lucky_young,,8,The trail of Covid-19 destruction and a resulting recession https://t.co/lBfSzdZlXN
2020-04-19 23:14:13,@gregfullmoon,gregfullmoon,earth = heart #anagram,713,"Jeez, the state creates the ground for an individual to become unhinged, then terminates their existence in a relatively arbitrary manner - welcome to 1984  Full and deadly costs of the Covid-19 social experiment will emerge to haunt the NZ Government to their own grave https://t.co/9ZwZo0pGd0"
2020-04-19 23:14:13,@BeeNewsDaily,beenewsdaily,United States,4250,"VP Pence our national guards—28,000 have been deployed to fight the #Coronavirus.   https://t.co/lHgH8uEtyW"
2020-04-19 23:14:12,@YaPortlandamber,kim mitchell,,0,#Coronavirus. Isn’t this the a pandemic briefing....hate this man
2020-04-19 23:14:12,@bobfensterer,Parx Dad (Bob),,508,Hairdresser is closed for COVID-19. Did my own hair. Turned out like this! https://t.co/pELKH8hJy4
2020-04-19 23:14:12,@toonces_lives,Kris staying home not randomly,SoCal,10310,"@not_me_on @realDonaldTrump He acted like he’d never seen “COVID-19” used, last week. He spelled out the acronym 🤪"
2020-04-19 23:14:12,@DougKass,Douglas Kass,"Palm Beach, Florida 33480",101639,if one is bullish one tweets that the curve is flattening. If one is bearish one tweets that the Covid-19 cases are understated owing to the absence of adequate testing. And on and on...
2020-04-19 23:14:12,@slyyolde,Sulayman Abubakar,Nigeria,320,Gaskiya I’m not happy with the management of UMTH . The patient have died by COVID-19 and he wasn’t been tasted from the beginning.
2020-04-19 23:14:11,@Ularam__,Mohammed Jidayi,Nigeria,1539,@gololo1stson @BabyZannerh Nigga covid 19 de maid ooo!! 😢 u don see am?
2020-04-19 23:14:11,@Golgappa_Union,Reviewer,"Lund, Scotland",50,"@ShamalaSatish @Swamy39 @YouTube @TarekFatah Prof. Luc Montagnier, the nobel prize winner in medicine, drops an atomic bomb by announcing that he confirms the presence of sequences of HIV that were introduced in the novel COVID-19. This is a Human made virus that originated from a laboratory. Where from? We will never know!"
2020-04-19 23:14:11,@KranthiLolugu,Kranthi.lolugu,"Hyderabad, India",6,"@KTRTRS Sir, there is one more place which IAM seeing idle for last 8 to 10 years in gachibowli just beside (bramha kumaris) ashram. It's a private property I think so, but we can use it for covid 19 hospital for time being a 600 apartments lying idle."
2020-04-19 23:14:11,@Leoviich,The Hybrid,Namibia,818,"If you could end COVID-19 by sacrificing one food in Namibia, which food would it be and why Avocado?"
2020-04-19 23:14:10,@jenniferluu_,Jennifer Luu,Sydney,58,Calls for an independent inquiry into China's management of COVID-19 | SBS News https://t.co/dh10EYQqdN
2020-04-19 23:14:10,@hosinater,American🇺🇸,,6094,@taylorswift13 @Beyonce @ladygaga @eltonofficial                   The Comprehensive Timeline of China’s COVID-19 Lies https://t.co/Thhxoxkfw8
2020-04-19 23:14:09,@holmescnn,Michael Holmes,"Atlanta, Georgia, USA",22904,"Last month #Trump suggested masks were being stolen - ""going out the back door""  #PressBriefing #COVID19 #coronavirus https://t.co/Hf4To7StXA"
2020-04-19 23:14:09,@ausandres,Andres Torres,"Melbourne, Victoria",86,"Fantastic innovation from Colombian startup Rappi, trialing deliveries by #robots as a safe way of getting food to people forced to stay at home due to the #coronavirus pandemic. #technology #technologyforgood #IoT https://t.co/rWoIRyoOGM"
2020-04-19 23:14:08,@HuntermillDems,Hunter Mill Democrats,"Fairfax, VA",227,"Govs Northam and Hogan call out Trump about testing:  Hogan, Northam Slam Trump For False Test Claims, Reopen Tweets. They criticized President Trump for his claims that states have the testing kits they need. https://t.co/mQpI0TF7yD   #Covid_19 #testing_coronavirus"
2020-04-19 23:14:08,@HappyKat9,HappyKat,"New York, NY",9308,1. I'm making a thread of videos of Doctors who have come out to tell the TRUTH about the #coronavirus #COVID19. Pls share &amp; pls add videos of other healthcare professionals who are speaking out. I'll start with the interview of Dr Rashid Buttar @DrButtar https://t.co/QJCXIcnsvq
2020-04-19 23:14:08,@Oneil08107185,O’neil,United States,1,"If the government don’t want to make it easy for a positive Covid-19 to be retested, even after the 14 or  22 days quarantine, how would you know that this person is not a walking contamination for others?"
2020-04-19 23:14:07,@ekpesfrancis,Francis Ekpenyong,"Federal Capital Territory, Nig",3003,"86 new cases of COVID-19 have been  reported in Nigeria, taking the total confirmed cases to 627  To get up to date report + state by state breakdown of cases, at any time, simply click WhatsApp link below and say ""hi"" https://t.co/fC0XAZWYU7 https://t.co/aIZqOfyaYC"
2020-04-19 23:14:07,@kerrypren,Kerry Prendergast,,11,Gavin Newsom: Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing - Sign the Petition! https://t.co/yolOUZ2TQt via @Change
2020-04-19 23:14:07,@momma_pie,sarah🏒😼☮️,Central Wisco,401,Princess Sofia of Sweden Just Became a Medical Assistant to Help Fight COVID-19 https://t.co/nrlpHepDdw  @IvankaTrump would you do this too?  What a wonderful example you would set.
2020-04-19 23:14:07,@MikeBates,MikeBates,People's Republic of Illinois,11140,"Trump criticizes Dems for not discussing COVID-19 at Feb 19 debate. Trump one week later at Feb 26 White House briefing:  “And again, when you have 15 people, and the 15 within a couple of days is going to be down to close to zero, that’s a pretty good job we’ve done.”"
2020-04-19 23:14:06,@ethicalmartini,💣 ☕️ 🍸 Stoical Quarantini,la rive gauche du Yarra,4004,https://t.co/XxeVk0yqZB This is the full Science Direct coronavirus database
2020-04-19 23:14:06,@orko_manna,Orko Manna,"Las Vegas, NV",955,COMING UP: The @FBILasVegas is warning the public about #COVID19-related scams online. The Special Agent in Charge tells me criminals are using malicious websites to lock devices &amp; demand payment. Full details #tonight on @8NewsNow at 5 &amp; 6. #8NN #coronavirus #BeInformedVegas https://t.co/uVZP2IFxdW
2020-04-19 23:14:05,@shomaristone,Shomari Stone,"Washington, DC",166872,"Governors decry Trump support of coronavirus protesters: 'Dangerous.' ""I don't think it's helpful to encourage demonstrations and encourage people to go against the president's own policy,” said Maryland Gov. Larry Hogan. #Coronavirus #COVID19  https://t.co/u36js0CYHu"
2020-04-19 23:14:05,@Mayfabulouss,Her Fabulousness 🙅🏽‍♀️,Lagos,84,70 in Lagos   Me: I'm not stepping out of this house till the land is clear of covid-19 https://t.co/3Be7n8s1tZ
2020-04-19 23:14:05,@zafirahss,zafirah,South Africa,220,"if you could end Covid-19 by sacrificing a PL fandom, which fandom would you choose and why Liverpool fans?"
2020-04-19 23:14:04,@gurvs1,g knee 🧞‍♂️,round here,408,"If you could end Covid-19 by sacrificing an artist, which artist would you choose and why the Weeknd?"
2020-04-19 23:14:04,@into_AI,into.AI - The Global AI Ecosystem #intoAI,talk@into.AI,19286,"Key insights: People prefer COVID-19 sensitive ads, pandemic’s effect on marketing,  -  https://t.co/055BQGXh5Q #machinelearning #intoAInews"
2020-04-19 23:14:04,@philhurdwood,Philip Hurd-Wood,Near London UK,2384,COVID-19 is accelerating the Republican Party’s descent into authoritarianism https://t.co/3MwP3qMDDy
2020-04-19 23:14:04,@eEnabledPlane,Air Informatics,New York City,1186,"Haiti, COVID-19 Flight Updates https://t.co/AD1qP0KGpY #aircraft #airplane #airplanes #airport #Airports #avgeek #aviation #AvSec #crewlife #Cybersecurity #flight #Flyer #flying #infosec #pilot #pilotlife #plane #planes #COVID19 #COVID #Covid"
